snapshot_month,model_id,capability_family_id,capability_score_100,coverage_weight,benchmark_count,contributing_benchmark_ids
2026-04,agents_on_the_fly,workflow_execution,40.6100,0.0862,1,gaia
2026-04,agents_on_the_fly,computer_use,0.0000,0.0000,0,
2026-04,agents_on_the_fly,policy_compliance,40.6100,0.1293,1,gaia
2026-04,agents_on_the_fly,technical_execution,0.0000,0.0000,0,
2026-04,aime_agent_v0_1,research,77.5800,0.2573,1,gaia
2026-04,aime_agent_v0_1,synthesis_reporting,77.5800,0.3434,1,gaia
2026-04,aime_agent_v0_1,planning_orchestration,77.5800,0.2360,1,gaia
2026-04,aime_agent_v0_1,tool_use,77.5800,0.1082,1,gaia
2026-04,aime_agent_v0_1,workflow_execution,77.5800,0.0862,1,gaia
2026-04,aime_agent_v0_1,computer_use,0.0000,0.0000,0,
2026-04,aime_agent_v0_1,policy_compliance,77.5800,0.1293,1,gaia
2026-04,aime_agent_v0_1,technical_execution,0.0000,0.0000,0,
2026-04,alita_v0_1,research,71.5200,0.2573,1,gaia
2026-04,alita_v0_1,synthesis_reporting,71.5200,0.3434,1,gaia
2026-04,alita_v0_1,planning_orchestration,71.5200,0.2360,1,gaia
2026-04,alita_v0_1,tool_use,71.5200,0.1082,1,gaia
2026-04,alita_v0_1,workflow_execution,71.5200,0.0862,1,gaia
2026-04,alita_v0_1,computer_use,0.0000,0.0000,0,
2026-04,alita_v0_1,policy_compliance,71.5200,0.1293,1,gaia
2026-04,alita_v0_1,technical_execution,0.0000,0.0000,0,
2026-04,alita_v1_1,research,78.7900,0.2573,1,gaia
2026-04,alita_v1_1,synthesis_reporting,78.7900,0.3434,1,gaia
2026-04,alita_v1_1,planning_orchestration,78.7900,0.2360,1,gaia
2026-04,alita_v1_1,tool_use,78.7900,0.1082,1,gaia
2026-04,alita_v1_1,workflow_execution,78.7900,0.0862,1,gaia
2026-04,alita_v1_1,computer_use,0.0000,0.0000,0,
2026-04,alita_v1_1,policy_compliance,78.7900,0.1293,1,gaia
2026-04,alita_v1_1,technical_execution,0.0000,0.0000,0,
2026-04,alita_v2_0,research,86.0600,0.2573,1,gaia
2026-04,alita_v2_0,synthesis_reporting,86.0600,0.3434,1,gaia
2026-04,alita_v2_0,planning_orchestration,86.0600,0.2360,1,gaia
2026-04,alita_v2_0,tool_use,86.0600,0.1082,1,gaia
2026-04,alita_v2_0,workflow_execution,86.0600,0.0862,1,gaia
2026-04,alita_v2_0,computer_use,0.0000,0.0000,0,
2026-04,alita_v2_0,policy_compliance,86.0600,0.1293,1,gaia
2026-04,alita_v2_0,technical_execution,0.0000,0.0000,0,
2026-04,alita_v2_1,research,87.2700,0.2573,1,gaia
2026-04,alita_v2_1,synthesis_reporting,87.2700,0.3434,1,gaia
2026-04,alita_v2_1,planning_orchestration,87.2700,0.2360,1,gaia
2026-04,alita_v2_1,tool_use,87.2700,0.1082,1,gaia
2026-04,alita_v2_1,workflow_execution,87.2700,0.0862,1,gaia
2026-04,alita_v2_1,computer_use,0.0000,0.0000,0,
2026-04,alita_v2_1,policy_compliance,87.2700,0.1293,1,gaia
2026-04,alita_v2_1,technical_execution,0.0000,0.0000,0,
2026-04,anges,research,60.0000,0.2573,1,gaia
2026-04,anges,synthesis_reporting,60.0000,0.3434,1,gaia
2026-04,anges,planning_orchestration,60.0000,0.2360,1,gaia
2026-04,anges,tool_use,60.0000,0.1082,1,gaia
2026-04,anges,workflow_execution,60.0000,0.0862,1,gaia
2026-04,anges,computer_use,0.0000,0.0000,0,
2026-04,anges,policy_compliance,60.0000,0.1293,1,gaia
2026-04,anges,technical_execution,0.0000,0.0000,0,
2026-04,ant_test,research,1.2100,0.2573,1,gaia
2026-04,ant_test,synthesis_reporting,1.2100,0.3434,1,gaia
2026-04,ant_test,planning_orchestration,1.2100,0.2360,1,gaia
2026-04,ant_test,tool_use,1.2100,0.1082,1,gaia
2026-04,ant_test,workflow_execution,1.2100,0.0862,1,gaia
2026-04,ant_test,computer_use,0.0000,0.0000,0,
2026-04,ant_test,policy_compliance,1.2100,0.1293,1,gaia
2026-04,ant_test,technical_execution,0.0000,0.0000,0,
2026-04,ante_gemini_3_pro,research,0.0000,0.0000,0,
2026-04,ante_gemini_3_pro,synthesis_reporting,0.0000,0.0000,0,
2026-04,ante_gemini_3_pro,planning_orchestration,69.4000,0.0559,1,terminal_bench_2
2026-04,ante_gemini_3_pro,tool_use,69.4000,0.0512,1,terminal_bench_2
2026-04,ante_gemini_3_pro,workflow_execution,69.4000,0.0612,1,terminal_bench_2
2026-04,ante_gemini_3_pro,computer_use,69.4000,0.0476,1,terminal_bench_2
2026-04,ante_gemini_3_pro,policy_compliance,69.4000,0.0306,1,terminal_bench_2
2026-04,ante_gemini_3_pro,technical_execution,69.4000,0.3488,1,terminal_bench_2
2026-04,auto_deep_research,research,55.1500,0.2573,1,gaia
2026-04,auto_deep_research,synthesis_reporting,55.1500,0.3434,1,gaia
2026-04,auto_deep_research,planning_orchestration,55.1500,0.2360,1,gaia
2026-04,auto_deep_research,tool_use,55.1500,0.1082,1,gaia
2026-04,auto_deep_research,workflow_execution,55.1500,0.0862,1,gaia
2026-04,auto_deep_research,computer_use,0.0000,0.0000,0,
2026-04,auto_deep_research,policy_compliance,55.1500,0.1293,1,gaia
2026-04,auto_deep_research,technical_execution,0.0000,0.0000,0,
2026-04,autogpt4,research,4.8500,0.2573,1,gaia
2026-04,autogpt4,synthesis_reporting,4.8500,0.3434,1,gaia
2026-04,autogpt4,planning_orchestration,4.8500,0.2360,1,gaia
2026-04,autogpt4,tool_use,4.8500,0.1082,1,gaia
2026-04,autogpt4,workflow_execution,4.8500,0.0862,1,gaia
2026-04,autogpt4,computer_use,0.0000,0.0000,0,
2026-04,autogpt4,policy_compliance,4.8500,0.1293,1,gaia
2026-04,autogpt4,technical_execution,0.0000,0.0000,0,
2026-04,aworld,research,69.7000,0.2573,1,gaia
2026-04,aworld,synthesis_reporting,69.7000,0.3434,1,gaia
2026-04,aworld,planning_orchestration,69.7000,0.2360,1,gaia
2026-04,aworld,tool_use,69.7000,0.1082,1,gaia
2026-04,aworld,workflow_execution,69.7000,0.0862,1,gaia
2026-04,aworld,computer_use,0.0000,0.0000,0,
2026-04,aworld,policy_compliance,69.7000,0.1293,1,gaia
2026-04,aworld,technical_execution,0.0000,0.0000,0,
2026-04,aworld_click_to_run_instantly,research,77.5800,0.2573,1,gaia
2026-04,aworld_click_to_run_instantly,synthesis_reporting,77.5800,0.3434,1,gaia
2026-04,aworld_click_to_run_instantly,planning_orchestration,77.5800,0.2360,1,gaia
2026-04,aworld_click_to_run_instantly,tool_use,77.5800,0.1082,1,gaia
2026-04,aworld_click_to_run_instantly,workflow_execution,77.5800,0.0862,1,gaia
2026-04,aworld_click_to_run_instantly,computer_use,0.0000,0.0000,0,
2026-04,aworld_click_to_run_instantly,policy_compliance,77.5800,0.1293,1,gaia
2026-04,aworld_click_to_run_instantly,technical_execution,0.0000,0.0000,0,
2026-04,barcelona_v0_1,research,50.3000,0.2573,1,gaia
2026-04,barcelona_v0_1,synthesis_reporting,50.3000,0.3434,1,gaia
2026-04,barcelona_v0_1,planning_orchestration,50.3000,0.2360,1,gaia
2026-04,barcelona_v0_1,tool_use,50.3000,0.1082,1,gaia
2026-04,barcelona_v0_1,workflow_execution,50.3000,0.0862,1,gaia
2026-04,barcelona_v0_1,computer_use,0.0000,0.0000,0,
2026-04,barcelona_v0_1,policy_compliance,50.3000,0.1293,1,gaia
2026-04,barcelona_v0_1,technical_execution,0.0000,0.0000,0,
2026-04,camel_ai_claude_sonnet_4_5,research,0.0000,0.0000,0,
2026-04,camel_ai_claude_sonnet_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,camel_ai_claude_sonnet_4_5,planning_orchestration,46.5000,0.0559,1,terminal_bench_2
2026-04,camel_ai_claude_sonnet_4_5,tool_use,46.5000,0.0512,1,terminal_bench_2
2026-04,camel_ai_claude_sonnet_4_5,workflow_execution,46.5000,0.0612,1,terminal_bench_2
2026-04,camel_ai_claude_sonnet_4_5,computer_use,46.5000,0.0476,1,terminal_bench_2
2026-04,camel_ai_claude_sonnet_4_5,policy_compliance,46.5000,0.0306,1,terminal_bench_2
2026-04,camel_ai_claude_sonnet_4_5,technical_execution,46.5000,0.3488,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,research,0.0000,0.0000,0,
2026-04,capy_claude_opus_4_6,synthesis_reporting,0.0000,0.0000,0,
2026-04,capy_claude_opus_4_6,planning_orchestration,75.3000,0.0559,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,tool_use,75.3000,0.0512,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,workflow_execution,75.3000,0.0612,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,computer_use,75.3000,0.0476,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,policy_compliance,75.3000,0.0306,1,terminal_bench_2
2026-04,capy_claude_opus_4_6,technical_execution,75.3000,0.3488,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,research,0.0000,0.0000,0,
2026-04,cchuter_minimax_m2_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,cchuter_minimax_m2_5,planning_orchestration,42.7000,0.0559,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,tool_use,42.7000,0.0512,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,workflow_execution,42.7000,0.0612,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,computer_use,42.7000,0.0476,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,policy_compliance,42.7000,0.0306,1,terminal_bench_2
2026-04,cchuter_minimax_m2_5,technical_execution,42.7000,0.3488,1,terminal_bench_2
2026-04,claritybot,research,6.6700,0.2573,1,gaia
2026-04,claritybot,synthesis_reporting,6.6700,0.3434,1,gaia
2026-04,claritybot,planning_orchestration,6.6700,0.2360,1,gaia
2026-04,claritybot,tool_use,6.6700,0.1082,1,gaia
2026-04,claritybot,workflow_execution,6.6700,0.0862,1,gaia
2026-04,claritybot,computer_use,0.0000,0.0000,0,
2026-04,claritybot,policy_compliance,6.6700,0.1293,1,gaia
2026-04,claritybot,technical_execution,0.0000,0.0000,0,
2026-04,claritybotv2,research,12.1200,0.2573,1,gaia
2026-04,claritybotv2,synthesis_reporting,12.1200,0.3434,1,gaia
2026-04,claritybotv2,planning_orchestration,12.1200,0.2360,1,gaia
2026-04,claritybotv2,tool_use,12.1200,0.1082,1,gaia
2026-04,claritybotv2,workflow_execution,12.1200,0.0862,1,gaia
2026-04,claritybotv2,computer_use,0.0000,0.0000,0,
2026-04,claritybotv2,policy_compliance,12.1200,0.1293,1,gaia
2026-04,claritybotv2,technical_execution,0.0000,0.0000,0,
2026-04,claude_code_claude_haiku_4_5,research,0.0000,0.0000,0,
2026-04,claude_code_claude_haiku_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,claude_code_claude_haiku_4_5,planning_orchestration,27.5000,0.0559,1,terminal_bench_2
2026-04,claude_code_claude_haiku_4_5,tool_use,27.5000,0.0512,1,terminal_bench_2
2026-04,claude_code_claude_haiku_4_5,workflow_execution,27.5000,0.0612,1,terminal_bench_2
2026-04,claude_code_claude_haiku_4_5,computer_use,27.5000,0.0476,1,terminal_bench_2
2026-04,claude_code_claude_haiku_4_5,policy_compliance,27.5000,0.0306,1,terminal_bench_2
2026-04,claude_code_claude_haiku_4_5,technical_execution,27.5000,0.3488,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,research,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_1,synthesis_reporting,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_1,planning_orchestration,34.8000,0.0559,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,tool_use,34.8000,0.0512,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,workflow_execution,34.8000,0.0612,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,computer_use,34.8000,0.0476,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,policy_compliance,34.8000,0.0306,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_1,technical_execution,34.8000,0.3488,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,research,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_5,planning_orchestration,52.1000,0.0559,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,tool_use,52.1000,0.0512,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,workflow_execution,52.1000,0.0612,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,computer_use,52.1000,0.0476,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,policy_compliance,52.1000,0.0306,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_5,technical_execution,52.1000,0.3488,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,research,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_6,synthesis_reporting,0.0000,0.0000,0,
2026-04,claude_code_claude_opus_4_6,planning_orchestration,58.0000,0.0559,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,tool_use,58.0000,0.0512,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,workflow_execution,58.0000,0.0612,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,computer_use,58.0000,0.0476,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,policy_compliance,58.0000,0.0306,1,terminal_bench_2
2026-04,claude_code_claude_opus_4_6,technical_execution,58.0000,0.3488,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,research,0.0000,0.0000,0,
2026-04,claude_code_claude_sonnet_4_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,claude_code_claude_sonnet_4_5,planning_orchestration,40.1000,0.0559,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,tool_use,40.1000,0.0512,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,workflow_execution,40.1000,0.0612,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,computer_use,40.1000,0.0476,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,policy_compliance,40.1000,0.0306,1,terminal_bench_2
2026-04,claude_code_claude_sonnet_4_5,technical_execution,40.1000,0.3488,1,terminal_bench_2
2026-04,co_sight_v0_1_cores_agent_original,research,71.5200,0.2573,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,synthesis_reporting,71.5200,0.3434,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,planning_orchestration,71.5200,0.2360,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,tool_use,71.5200,0.1082,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,workflow_execution,71.5200,0.0862,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,computer_use,0.0000,0.0000,0,
2026-04,co_sight_v0_1_cores_agent_original,policy_compliance,71.5200,0.1293,1,gaia
2026-04,co_sight_v0_1_cores_agent_original,technical_execution,0.0000,0.0000,0,
2026-04,co_sight_v0_2_cores_agent_original,research,72.7300,0.2573,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,synthesis_reporting,72.7300,0.3434,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,planning_orchestration,72.7300,0.2360,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,tool_use,72.7300,0.1082,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,workflow_execution,72.7300,0.0862,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,computer_use,0.0000,0.0000,0,
2026-04,co_sight_v0_2_cores_agent_original,policy_compliance,72.7300,0.1293,1,gaia
2026-04,co_sight_v0_2_cores_agent_original,technical_execution,0.0000,0.0000,0,
2026-04,codebrain_1_gemini_3_pro,research,0.0000,0.0000,0,
2026-04,codebrain_1_gemini_3_pro,synthesis_reporting,0.0000,0.0000,0,
2026-04,codebrain_1_gemini_3_pro,planning_orchestration,62.2000,0.0559,1,terminal_bench_2
2026-04,codebrain_1_gemini_3_pro,tool_use,62.2000,0.0512,1,terminal_bench_2
2026-04,codebrain_1_gemini_3_pro,workflow_execution,62.2000,0.0612,1,terminal_bench_2
2026-04,codebrain_1_gemini_3_pro,computer_use,62.2000,0.0476,1,terminal_bench_2
2026-04,codebrain_1_gemini_3_pro,policy_compliance,62.2000,0.0306,1,terminal_bench_2
2026-04,codebrain_1_gemini_3_pro,technical_execution,62.2000,0.3488,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,research,0.0000,0.0000,0,
2026-04,codebrain_1_gpt_5_3_codex,synthesis_reporting,0.0000,0.0000,0,
2026-04,codebrain_1_gpt_5_3_codex,planning_orchestration,70.3000,0.0559,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,tool_use,70.3000,0.0512,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,workflow_execution,70.3000,0.0612,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,computer_use,70.3000,0.0476,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,policy_compliance,70.3000,0.0306,1,terminal_bench_2
2026-04,codebrain_1_gpt_5_3_codex,technical_execution,70.3000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5,planning_orchestration,49.6000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5,tool_use,49.6000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5,workflow_execution,49.6000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5,computer_use,49.6000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5,policy_compliance,49.6000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5,technical_execution,49.6000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_1_codex_max,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_1_codex_max,planning_orchestration,60.4000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,tool_use,60.4000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,workflow_execution,60.4000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,computer_use,60.4000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,policy_compliance,60.4000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5_1_codex_max,technical_execution,60.4000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_2,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_2,planning_orchestration,62.9000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,tool_use,62.9000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,workflow_execution,62.9000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,computer_use,62.9000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,policy_compliance,62.9000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5_2,technical_execution,62.9000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_codex,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_codex,planning_orchestration,44.3000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,tool_use,44.3000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,workflow_execution,44.3000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,computer_use,44.3000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,policy_compliance,44.3000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5_codex,technical_execution,44.3000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_mini,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_mini,planning_orchestration,31.9000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,tool_use,31.9000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,workflow_execution,31.9000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,computer_use,31.9000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,policy_compliance,31.9000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5_mini,technical_execution,31.9000,0.3488,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,research,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_nano,synthesis_reporting,0.0000,0.0000,0,
2026-04,codex_cli_gpt_5_nano,planning_orchestration,11.5000,0.0559,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,tool_use,11.5000,0.0512,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,workflow_execution,11.5000,0.0612,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,computer_use,11.5000,0.0476,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,policy_compliance,11.5000,0.0306,1,terminal_bench_2
2026-04,codex_cli_gpt_5_nano,technical_execution,11.5000,0.3488,1,terminal_bench_2
2026-04,cohere_model,research,0.6100,0.2573,1,gaia
2026-04,cohere_model,synthesis_reporting,0.6100,0.3434,1,gaia
2026-04,cohere_model,planning_orchestration,0.6100,0.2360,1,gaia
2026-04,cohere_model,tool_use,0.6100,0.1082,1,gaia
2026-04,cohere_model,workflow_execution,0.6100,0.0862,1,gaia
2026-04,cohere_model,computer_use,0.0000,0.0000,0,
2026-04,cohere_model,policy_compliance,0.6100,0.1293,1,gaia
2026-04,cohere_model,technical_execution,0.0000,0.0000,0,
2026-04,cores_agent,research,67.8800,0.2573,1,gaia
2026-04,cores_agent,synthesis_reporting,67.8800,0.3434,1,gaia
2026-04,cores_agent,planning_orchestration,67.8800,0.2360,1,gaia
2026-04,cores_agent,tool_use,67.8800,0.1082,1,gaia
2026-04,cores_agent,workflow_execution,67.8800,0.0862,1,gaia
2026-04,cores_agent,computer_use,0.0000,0.0000,0,
2026-04,cores_agent,policy_compliance,67.8800,0.1293,1,gaia
2026-04,cores_agent,technical_execution,0.0000,0.0000,0,
2026-04,cores_agent_v1_1,research,70.9100,0.2573,1,gaia
2026-04,cores_agent_v1_1,synthesis_reporting,70.9100,0.3434,1,gaia
2026-04,cores_agent_v1_1,planning_orchestration,70.9100,0.2360,1,gaia
2026-04,cores_agent_v1_1,tool_use,70.9100,0.1082,1,gaia
2026-04,cores_agent_v1_1,workflow_execution,70.9100,0.0862,1,gaia
2026-04,cores_agent_v1_1,computer_use,0.0000,0.0000,0,
2026-04,cores_agent_v1_1,policy_compliance,70.9100,0.1293,1,gaia
2026-04,cores_agent_v1_1,technical_execution,0.0000,0.0000,0,
2026-04,cores_agent_v1_2,research,71.5200,0.2573,1,gaia
2026-04,cores_agent_v1_2,synthesis_reporting,71.5200,0.3434,1,gaia
2026-04,cores_agent_v1_2,planning_orchestration,71.5200,0.2360,1,gaia
2026-04,cores_agent_v1_2,tool_use,71.5200,0.1082,1,gaia
