snapshot_month,benchmark_id,source_model_name,score_raw,score_date,source_url,adapter,notes
2026-04,gaia,GPT4,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,RE-ODR,0.297,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Sibyl System v0.1,0.297,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,TapeAgent v0.1,0.3394,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,openresearch,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Trase Agent,0.4,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Trase Agent v0.2,0.4727,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Trase Agent v0.3,0.703,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Warm-up Act,0.1758,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,h2oGPTe Agent v1.6.8,0.6364,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,omne,0.4606,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,gpt-3.5,0.0242,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,qb_1,0.1333,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,TapeAgents & BrowserGym,0.5576,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,qbds,0.2364,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,🦉 OWL - Roleplaying,0.5818,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,ant_test,0.0121,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,noxrobot v0.1,0.097,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Ormind v0.1,0.5515,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,qbnlp,0.4424,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,dynasaur_l1,0.103,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,VM Agent,0.0909,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,running-beta,0.3152,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,desearch,0.5697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Langfun Agent v2.1,0.7152,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Anges,0.6,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,DR-Huichi,0.2121,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,DRP-val-v.1.0,0.4606,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,LRC-Huawei,0.4061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Agents-On-the-fly,0.4061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,🦉 OWL - Workforce,0.6909,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,InfantAgent,0.5515,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,InfantAgent-04-17,0.5697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,desearch,0.6061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Ormind v0.2,0.6424,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,AWorld,0.697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Aime_Agent_v0.1,0.7758,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,xManus,0.4061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Agent2030,0.7394,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,desearch v0.2,0.6485,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,hey-0.3,0.2545,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,KKM Agent,0.5636,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Hero v0.1,0.7818,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,my_agent,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Honey_agent,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,tobAI,0.4182,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,CoreS-Agent,0.6788,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,CoreS-Agent（V1.1）,0.7091,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,CoreS-Agent(V1.2),0.7152,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,OpenManus,0.0606,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,ClarityBot,0.0667,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Co-Sight v0.1 | CoreS-Agent original,0.7152,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Co-Sight v0.2 | CoreS-Agent original,0.7273,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,ClarityBotV2,0.1212,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Alita v0.1,0.7152,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Cohere Model,0.0061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Alita v1.1,0.7879,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,deserach v0.3,0.697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Skywork Super Agents v1,0.8,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,deedee,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,ADK-GAIA,0.5091,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,MasterAgent,0.9939,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,MasterAgent20250510,0.9939,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Skywork Super Agents v1.1,0.8242,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,agent-2030,0.8303,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Langfun Agent v2.2,0.7697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,AWorld (Click to Run Instantly),0.7758,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,desearch v0.4,0.7273,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,fhswfgaia,0.0303,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,АгентИИ.рф,0.0,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,TEST,0.0061,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Alita v2.0,0.8606,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,fhswf-smolagents,0.1697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Langfun Agent 2.3,0.7939,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,OneAgent,0.5515,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,fhswf-gaia-smolagents,0.1697,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,Alita v2.1,0.8727,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,gaia,agent-2030-v2.0,0.8727,2026-04-20,https://huggingface.co/gaia-benchmark,hf_dataset_rows,Best-effort Hugging Face dataset adapter; keep manual fallback active because the public result dataset schema may drift.
2026-04,terminal_bench_2,ForgeCode | GPT-5.4,81.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,TongAgents | Gemini 3.1 Pro,80.2,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,ForgeCode | Claude Opus 4.6,79.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,SageAgent | GPT-5.3-Codex,78.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,ForgeCode | Gemini 3.1 Pro,78.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Droid | GPT-5.3-Codex,77.3,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Capy | Claude Opus 4.6,75.3,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Simple Codex | GPT-5.3-Codex,75.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus-KIRA | Gemini 3.1 Pro,74.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus-KIRA | Claude Opus 4.6,74.7,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Mux | GPT-5.3-Codex,74.6,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,MAYA-V2 | Claude 4.6 Opus,72.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,TongAgents | Claude Opus 4.6,71.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Junie CLI | Multiple,71.0,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,CodeBrain-1 | GPT-5.3-Codex,70.3,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Droid | Claude Opus 4.6,69.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Ante | Gemini 3 Pro,69.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,IndusAGI Coding Agent | GPT-5.3-Codex,69.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Crux | Claude Opus 4.6,66.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Deep Agents | GPT-5.2-Codex,66.5,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Mux | Claude Opus 4.6,66.5,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,SageAgent | Gemini 3 Pro,65.2,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Droid | GPT-5.2,64.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus 2 | GPT-5.3-Codex,64.7,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Junie CLI | Gemini 3 Flash,64.3,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Droid | Claude Opus 4.5,63.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus 2 | Claude Opus 4.6,62.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Codex CLI | GPT-5.2,62.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,CodeBrain-1 | Gemini 3 Pro,62.2,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,II-Agent | Gemini 3 Pro,61.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Warp | Multiple,61.2,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Droid | Gemini 3 Pro,61.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Mux | GPT-5.2,60.7,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Codex CLI | GPT-5.1-Codex-Max,60.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Letta Code | Claude Opus 4.5,59.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Warp | Multiple,59.1,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Mux | Claude Opus 4.5,58.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Abacus AI Desktop | Multiple,58.4,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Claude Code | Claude Opus 4.6,58.0,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Crux | GPT-5.1-Codex,57.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus 2 | Claude Opus 4.5,57.8,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,grok-cli | Grok 4.20 Reasoning,57.3,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
2026-04,terminal_bench_2,Terminus 2 | Gemini 3 Pro,56.9,2026-04-20,https://www.tbench.ai/leaderboard/terminal-bench/2.0,html_table,Best-effort HTML table adapter against the official Terminal-Bench 2.0 leaderboard.
